"","ObjectNum","Name","Type","Magnitude","Info","Constellation","List","Season","Zone"
"335","6451","OCL 1035","Open Cluster",8,"Size: 8.  Cl, pL, pRi, bifid, st 12...","Scorpius","Herschel 400","Summer","Green"
"336","6514","M 20","Cluster Nebulosity",5.3,"Size: 29.  !!! vB, vL, trifid, D* inv; =","Sagittarius","Herschel 400","Summer","Green"
"337","6517","GCL 81","Globular Cluster",10.3,"Size: 4.3  pB, pL, R, rr","Ophiuchus","Herschel 400","Summer","Green"
"338","6520","OCL 10","Open Cluster",8,"Size: 6.  Cl, pS, Ri, lC, st 9...13","Sagittarius","Herschel 400","Summer","Green"
"339","6522","GCL 82","Globular Cluster",8.6,"Size: 5.6  glob. cl. , B, pL, R, gvmbM,","Sagittarius","Herschel 400","Summer","Green"
"340","6528","GCL 84","Globular Cluster",9.5,"Size: 3.7  glob. cl. , pF, cS, R, gbM, r","Sagittarius","Herschel 400","Summer","Green"
"341","6540",NA,"Open Cluster",15,"Size: 1.  pF, S, iE, er or Cl","Sagittarius","Herschel 400","Summer","Green"
"342","6543","PK 96+29.1","Planetary Nebula",8,"Size: 5.8  PN , vB, pS, sbMvSN","Draco","Herschel 400","Winter","Green"
"343","6544","GCL 87","Globular Cluster",8.3,"Size: 8.9  cF, pL, iR, r","Sagittarius","Herschel 400","Summer","Green"
"344","6553","GCL 88","Globular Cluster",8.3,"Size: 8.1  glob. cl. , F, L, lE, vglbM,","Sagittarius","Herschel 400","Summer","Green"
"345","6568","OCL 28","Open Cluster",9,"Size: 13.  Cl, vL, lC","Sagittarius","Herschel 400","Summer","Green"
"346","6569","GCL 91","Globular Cluster",8.7,"Size: 5.8  glob. cl. , cB, L, R, rrr, st","Sagittarius","Herschel 400","Summer","Green"
"347","6583","OCL 27","Open Cluster",10,"Size: 3.  Cl, pRi, pC, cE, st 13...","Sagittarius","Herschel 400","Summer","Green"
"348","6624","GCL 93","Globular Cluster",8.3,"Size: 5.9  glob. cl. , vB, pL, R, rrr, s","Sagittarius","Herschel 400","Summer","Green"
"349","6629","PK 9-5.1;H II 204","Planetary Nebula",11,"Size: 0.3  plan or glob. cl. , pB, eeS,","Sagittarius","Herschel 400","Summer","Green"
"350","6633","OCL 90","Open Cluster",4.6,"Size: 27.  Cl, lC, st L","Ophiuchus","Herschel 400","Summer","Green"
"351","6638","GCL 95","Globular Cluster",9.2,"Size: 5.0  glob. cl. , B, S, R, rr","Sagittarius","Herschel 400","Summer","Green"
"352","6642","GCL 97","Globular Cluster",8.8,"Size: 4.5  glob. cl. , pB, pL, iR, gpmbM","Sagittarius","Herschel 400","Summer","Green"
"353","6645","OCL 48","Open Cluster",9,"Size: 10.  Cl, pL, vRi, pC, st 11...15","Sagittarius","Herschel 400","Summer","Green"
"354","6664","OCL 68","Open Cluster",7.8,"Size: 16.  Cl, L, pRi, vlC","Scotum","Herschel 400","Fall","Green"
"355","6712","GCL 103","Globular Cluster",8.2,"Size: 7.2  glob. cl. , pB, vL, irr, vglb","Scotum","Herschel 400","Fall","Green"
"356","6755","OCL 96","Open Cluster",7.5,"Size: 15.  Cl, vL, vRi, pC, st 12...14","Aquila","Herschel 400","Summer","Green"
"357","6756","OCL 99","Open Cluster",11,"Size: 4.  Cl, S, Ri, lC, st 11...12","Aquila","Herschel 400","Summer","Green"
"358","6781","PK 41-2.1","Planetary Nebula",11,"Size: 1.8  PN , F, L, R, vsbM disc, S* n","Aquila","Herschel 400","Summer","Green"
"359","6802","OCL 114","Open Cluster",8.8,"Size: 3.  Cl, L, vC, E 0deg , st 14...18","Vulpecula","Herschel 400","Fall","Green"
"360","6818","PK 25-17.1","Planetary Nebula",9,"Size: 0.3  PN , B, vS, R","Sagittarius","Herschel 400","Summer","Green"
"361","6823","OCL 124","Open Cluster",7.1,"Size: 12.  Cl, cRi, E, st 11...12","Vulpecula","Herschel 400","Fall","Green"
"362","6826","PK 83+12.1","Planetary Nebula",9,"Size: 2.3  PN , B, pL, R, *11 M","Cygnus","Herschel 400","Summer","Green"
"363","6830","OCL 125","Open Cluster",7.9,"Size: 12.  Cl, L, pRi, pC, st 11...12","Vulpecula","Herschel 400","Fall","Green"
"364","6834","OCL 134","Open Cluster",7.8,"Size: 5.  Cl, P, lC, st 11...12","Cygnus","Herschel 400","Summer","Green"
"365","6866","OCL 183","Open Cluster",7.6,"Size: 7.  Cl, L, vRi, cC","Cygnus","Herschel 400","Summer","Green"
"366","6882",NA,"Open Cluster",8.1,"Size: 18.  Cl, P, lC","Vulpecula","Herschel 400","Fall","Green"
"367","6885","OCL 152","Open Cluster",6,"Size: 7.  Cl, vB, vL, Ri, lC, st 6...11","Vulpecula","Herschel 400","Fall","Green"
"368","6905","PK 61-9.1;H IV 16","Planetary Nebula",11,"Size: 1.7  !!, PN , B, pS, R, 4 S st nr","Deplhinus","Herschel 400","Fall","Green"
"369","6910","OCL 181","Open Cluster",7.4,"Size: 8.  Cl, pB, pS, P, pC, st 10...12","Cygnus","Herschel 400","Summer","Green"
"370","6934","GCL 117","Globular Cluster",8.9,"Size: 5.9  glob. cl. , B, L, R, rrr, st","Deplhinus","Herschel 400","Fall","Green"
"371","6939","OCL 217","Open Cluster",7.8,"Size: 8.  Cl, pL, eRi, pCM, st 11...16","Cephas","Herschel 400","Winter","Green"
"372","6940","OCL 141","Open Cluster",6.3,"Size: 31.  Cl, vB, vL, vRi, cC, st pL","Vulpecula","Herschel 400","Fall","Green"
"373","6946","UGC 11597","Galaxy",7.9,"Size: 11.0  vF, vL, vg, vsbM, rr","Cephas","Herschel 400","Winter","Green"
"374","7000","LBN 373","Nebula",NA,"Size: 120.  F, eeL, dif nebulosity","Cygnus","Herschel 400","Summer","Green"
"375","7006","GCL 119","Globular Cluster",10.6,"Size: 2.8  B, pL, R, gbM","Deplhinus","Herschel 400","Fall","Green"
"376","7008","PK 93+5.2","Planetary Nebula",12,"Size: 1.4  cB, L, E 45deg +/- , r, **  a","Cygnus","Herschel 400","Summer","Green"
"377","7009","PK 37-34.1","Planetary Nebula",7,"Size: 1.7  !!!, PN , vB, S, elliptic","Aquarius","Herschel 400","Fall","Green"
"378","7044","OCL 198","Open Cluster",11,"Cl, vF, pL, vRi, vC st 15...18","Cygnus","Herschel 400","Summer","Green"
"379","7062","OCL 205","Open Cluster",8.3,"Size: 7.  Cl, pS, pRi, pC, st 13...","Cygnus","Herschel 400","Summer","Green"
"380","7086","OCL 214","Open Cluster",8.4,"Size: 9.  Cl, cL, vRi, pC, st 11...16","Cygnus","Herschel 400","Summer","Green"
"381","7128","OCL 218","Open Cluster",9.7,"Size: 3.  Cl, S, pRi, has a ruby *9.5","Cygnus","Herschel 400","Summer","Green"
"382","7142","OCL 241","Open Cluster",9.3,"Size: 4.  Cl, cL, cRi, pC, st 11...14","Cephas","Herschel 400","Winter","Green"
"383","7160","OCL 236","Open Cluster",6.1,"Size: 7.  Cl, P, vlC","Cephas","Herschel 400","Winter","Green"
"384","7209","OCL 215","Open Cluster",6.7,"Size: 25.  Cl, L, cRi, pC, st 9...12","Lacerta","Herschel 400","Fall","Green"
"385","7217","UGC 11914","Galaxy",9.2,"Size: 3.7  B, pL, gbM, er","Pegasus","Herschel 400","Fall","Green"
"386","7243","OCL 221","Open Cluster",6.4,"Size: 21.  Cl, L, P, lC, st vL","Lacerta","Herschel 400","Fall","Green"
"387","7296","OCL 228","Open Cluster",10,"Size: 4.  Cl, iR, lC, st vS","Lacerta","Herschel 400","Fall","Green"
"388","7331","UGC 12113","Galaxy",8.5,"Size: 10.7  B, pL, pmE 163deg , smbM","Pegasus","Herschel 400","Fall","Green"
"389","7380","OCL 244","Cluster Nebulosity",6.2,"Size: 25.  Cl, pL, pRi, lC, st 9...13","Cephas","Herschel 400","Winter","Green"
"390","7448","UGC 12294","Galaxy",10.7,"Size: 2.7  pB, L, E 173deg , vgbM, *11 f","Pegasus","Herschel 400","Fall","Green"
"391","7479","UGC 12343","Galaxy",10,"Size: 4.1  pB, cL, mE 12deg , bet 2 st","Pegasus","Herschel 400","Fall","Green"
"392","7510","OCL 256","Open Cluster",7.9,"Size: 4.  Cl, pRi, pC, fan-sh, st pB","Cephas","Herschel 400","Winter","Green"
"393","7606","MCG 2-59-12","Galaxy",9.8,"Size: 5.8  pF, cL, pmE 0deg +/-","Aquarius","Herschel 400","Fall","Green"
"394","7662","PK 106-17.1","Planetary Nebula",8,"Size: 2.2  !!! PN  or ring , vB, pS, R,","Andramada","Herschel 400","Fall","Green"
"395","7686","OCL 251","Open Cluster",5.6,"Size: 15.  Cl, P, lC, st 7...11","Andramada","Herschel 400","Fall","Green"
"396","7723","MCG 2-60-5","Galaxy",10.1,"Size: 3.6  cB, cL, E, gmbM, r","Aquarius","Herschel 400","Fall","Green"
"397","7727","MCG 2-60-8","Galaxy",9.7,"Size: 4.2  pB, pL, iR, mbM","Aquarius","Herschel 400","Fall","Green"
"398","7789","OCL 269","Open Cluster",6.7,"Size: 16.  Cl, vL, vRi, vmC, st 11...18","Cassiopeia","Herschel 400","Winter","Green"
"399","7790","OCL 276","Open Cluster",8.5,"Size: 17.  Cl, pRi, pC","Cassiopeia","Herschel 400","Winter","Green"
"400","7814","UGC 8","Galaxy",9.5,"Size: 6.3  cB, cL, E, vgbM","Pegasus","Herschel 400","Fall","Green"
"401","1","NGC 1952 Crab Nebula","Supernova Remnant",8.4,"Size: 6.0x4.0","Taurus","Messier Objects","Winter","Green"
"402","2","NGC 7089","Globular Cluster",6.5,"Size: 12.9","Aquarius","Messier Objects","Fall","Green"
"403","3","NGC 5272","Globular Cluster",6.2,"Size: 16.2","Canes Venatici","Messier Objects","Fall","Green"
"404","4","NGC 6121","Globular Cluster",5.6,"Size: 26.3","Scorpius","Messier Objects","Summer","Green"
"405","5","NGC 5904","Globular Cluster",5.6,"Size: 17.4","Serpens Caput","Messier Objects","Fall","Green"
"406","6","NGC 6405 Butterfly Cluster","Open Cluster",5.3,"Size: 25","Scorpius","Messier Objects","Summer","Green"
"407","7","NGC 6475 Ptolemy¹s Cluster","Open Cluster",4.1,"Size: 80","Scorpius","Messier Objects","Summer","Green"
"408","8","NGC 6523 Lagoon Nebula","Diffuse Nebula",5,"Size: 90x40","Sagittarius","Messier Objects","Summer","Green"
"409","9","NGC 6333","Globular Cluster",7.7,"Size: 9.3","Ophiucus","Messier Objects","Fall","Green"
"410","10","NGC 6254","Globular Cluster",6.6,"Size: 15.1","Ophiucus","Messier Objects","Fall","Green"
"411","11","NGC 6705 Wild Duck Cluster","Open Cluster",6.3,"Size: 14","Scutum","Messier Objects","Fall","Green"
"412","12","NGC 6218","Globular Cluster",6.7,"Size: 14.5","Ophiucus","Messier Objects","Fall","Green"
"413","13","NGC 6205 Hercules Globular Cluster","Globular Cluster",5.8,"Size: 16.6","Hercules","Messier Objects","Summer","Green"
"414","14","NGC 6402","Globular Cluster",7.6,"Size: 11.7","Ophiucus","Messier Objects","Fall","Green"
"415","15","NGC 7078","Globular Cluster",6.2,"Size: 12.3","Pegasus","Messier Objects","Fall","Green"
"416","16","NGC 6611 Eagle Nebula Cluster","Open Cluster",6.4,"Size: 7","Serpens Claudia","Messier Objects","Fall","Green"
"417","17","NGC 6618 Omega, Swan, Horseshoe Nebula","Diffuse Nebula",6,"Size: 11","Sagittarius","Messier Objects","Summer","Green"
"418","18","NGC 6613","Open Cluster",7.5,"Size: 9","Sagittarius","Messier Objects","Summer","Green"
"419","19","NGC 6273","Globular Cluster",6.8,"Size: 13.5","Ophiucus","Messier Objects","Fall","Green"
"420","20","NGC 6514 Trifid Nebula","Diffuse Nebula",8,"Size: 28","Sagittarius","Messier Objects","Summer","Green"
"421","21","NGC 6531","Open Cluster",6.5,"Size: 13","Sagittarius","Messier Objects","Summer","Green"
"422","22","NGC 6656","Globular Cluster",5.1,"Size: 24","Sagittarius","Messier Objects","Summer","Green"
"423","23","NGC 6494","Open Cluster",6.9,"Size: 27","Sagittarius","Messier Objects","Summer","Green"
"424","24","NGC 6603 Milky Way Patch","Star Cloud",4.6,"Size: 90","Sagittarius","Messier Objects","Summer","Green"
"425","25","IC 4725","Open Cluster",6.5,"Size: 40","Sagittarius","Messier Objects","Summer","Green"
"426","26","NGC 6694","Open Cluster",8,"Size: 15","Scutum","Messier Objects","Fall","Green"
"427","27","NGC 6853 Dumbbell Nebula","Planetary Nebula",6.4,"Size: 8.0x5.7","Vulpecula","Messier Objects","Fall","Green"
"428","28","NGC 6626","Globular Cluster",6.8,"Size: 11.2","Sagittarius","Messier Objects","Summer","Green"
"429","29","NGC 6913","Open Cluster",7.1,"Size: 7","Cygnus","Messier Objects","Summer","Green"
"430","30","NGC 7099","Globular Cluster",7.2,"Size: 11","Capricornus","Messier Objects","Fall","Green"
"431","31","NGC 224 Andromeda Galaxy","Spiral Galaxy",2.4,"Size: 178x63","Andromeda","Messier Objects","Fall","Green"
"432","32","NGC 221 Satellite of M31","Elliptical Galaxy",7.1,"Size: 8x6","Andromeda","Messier Objects","Fall","Green"
"433","33","NGC 598 Triangulum/Pinwheel Galaxy","Spiral Galaxy",4.7,"Size: 73x45","Triangulum","Messier Objects","Fall","Green"
"434","34","NGC 1039","Open Cluster",5.5,"Size: 35","Perseus","Messier Objects","Winter","Green"
"435","35","NGC 2168","Open Cluster",5.3,"Size: 28","Gemini","Messier Objects","Winter","Green"
"436","36","NGC 1960","Open Cluster",6.3,"Size: 12","Auriga","Messier Objects","Fall","Green"
"437","37","NGC 2099","Open Cluster",6.2,"Size: 24","Auriga","Messier Objects","Fall","Green"
"438","38","NGC 1912","Open Cluster",7.4,"Size: 21","Auriga","Messier Objects","Fall","Green"
"439","39","NGC 7092","Open Cluster",5.2,"Size: 32","Cygnus","Messier Objects","Summer","Green"
"440","41","NGC 2287","Open Cluster",4.6,"Size: 38","Canis Major","Messier Objects","Winter","Green"
"441","42","NGC 1976 Great Orion Nebula","Diffuse Nebula",3,"Size: 85x60","Orion","Messier Objects","Winter","Green"
"442","43","NGC 1982 de Mairan¹s Nebula","Diffuse Nebula",8,"Size: 20x15","Orion","Messier Objects","Winter","Green"
"443","44","NGC 2632 Beehive Cluster (Praesepe)","Open Cluster",3.7,"Size: 95","Cancer","Messier Objects","Spring","Green"
"444","45","Pleiades, Subaru, Seven Sisters","Open Cluster",1.6,"Size: 110","Taurus","Messier Objects","Winter","Green"
"445","46","NGC 2437","Open Cluster",6,"Size: 27","Puppis","Messier Objects","Fall","Green"
"446","47","NGC 2422","Open Cluster",5.2,"Size: 30","Puppis","Messier Objects","Fall","Green"
"447","48","NGC 2548","Open Cluster",5.5,"Size: 54","Hydra","Messier Objects","Spring","Green"
"448","49","NGC 4472","Elliptical Galaxy",7.4,"Size: 9x7.5","Virgo","Messier Objects","Spring","Green"
"449","50","NGC 2323","Open Cluster",6.3,"Size: 16","Monocerus","Messier Objects","Fall","Green"
"450","51","NGC 5194 Whirlpool Galaxy","Spiral Galaxy",7.4,"Size: 11x7","Canes Venatici","Messier Objects","Fall","Green"
"451","52","NGC 7654","Open Cluster",7.3,"Size: 13","Cassiopeia","Messier Objects","Winter","Green"
"452","53","NGC 5024","Globular Cluster",7.6,"Size: 12.6","Coma Berenices","Messier Objects","Fall","Green"
"453","54","NGC 6715","Globular Cluster",7.6,"Size: 9.1","Sagittarius","Messier Objects","Summer","Green"
"454","55","NGC 6809","Globular Cluster",6.3,"Size: 19","Sagittarius","Messier Objects","Summer","Green"
"455","56","NGC 6779","Globular Cluster",8.3,"Size: 7.1","Lyra","Messier Objects","Summer","Green"
"456","57","NGC 6720 Ring Nebula","Planetary Nebula",7.8,"Size: 1.4x1","Lyra","Messier Objects","Summer","Green"
"457","58","NGC 4579","Spiral Galaxy",8.7,"Size: 5.5x4.5","Virgo","Messier Objects","Spring","Green"
"458","59","NGC 4621","Elliptical Galaxy",8.6,"Size: 5x3.5","Virgo","Messier Objects","Spring","Green"
"459","60","NGC 4649","Elliptical Galaxy",7.8,"Size: 7x6","Virgo","Messier Objects","Spring","Green"
"460","61","NGC 4303","Spiral Galaxy",8.7,"Size: 6x5.5","Virgo","Messier Objects","Spring","Green"
"461","62","NGC 6266","Globular Cluster",6.5,"Size: 14.1","Ophiucus","Messier Objects","Fall","Green"
"462","63","NGC 5055 Sunflower Galaxy","Spiral Galaxy",7.6,"Size: 10x6","Canes Venatici","Messier Objects","Fall","Green"
"463","64","NGC 4826 Blackeye Galaxy","Spiral Galaxy",7.5,"Size: 9.3x5.4","Coma Berenices","Messier Objects","Fall","Green"
"464","65","NGC 3623","Spiral Galaxy",8.3,"Size: 8x1.5","Leo","Messier Objects","Spring","Green"
"465","66","NGC 3627","Spiral Galaxy",7.9,"Size: 8x2.5","Leo","Messier Objects","Spring","Green"
"466","67","NGC 2682","Open Cluster",6.1,"Size: 30","Cancer","Messier Objects","Spring","Green"
"467","68","NGC 4590","Globular Cluster",7.8,"Size: 12","Hydra","Messier Objects","Spring","Green"
"468","69","NGC 6637","Globular Cluster",7.6,"Size: 7.1","Sagittarius","Messier Objects","Summer","Green"
"469","70","NGC 6681","Globular Cluster",7.9,"Size: 7.8","Sagittarius","Messier Objects","Summer","Green"
"470","71","NGC 6838","Globular Cluster",8.3,"Size: 7.2","Sagitta","Messier Objects","Fall","Green"
"471","72","NGC 6981","Globular Cluster",9.3,"Size: 5.9","Aquarius","Messier Objects","Fall","Green"
"472","73","NGC 6994  Group of 4 stars","Group/Asterism",9,"Size: 2.8","Aquarius","Messier Objects","Fall","Green"
"473","74","NGC 628","Spiral Galaxy",8.4,"Size: 10.2x9.5","Pisces","Messier Objects","Fall","Green"
"474","75","NGC 6864","Globular Cluster",8.5,"Size: 6","Sagittarius","Messier Objects","Summer","Green"
"475","76","NGC 650 Little Dumbell, Cork, Butterfly Nebula","Planetary Nebula",9.1,"Size: 2.7x1.8","Perseus","Messier Objects","Winter","Green"
"476","77","NGC 1068 Cetus A","Spiral Galaxy",7.9,"Size: 7x6","Cetus","Messier Objects","Fall","Green"
"477","78","NGC 2068","Diffuse Nebula",7.3,"Size: 8x6","Orion","Messier Objects","Winter","Green"
"478","79","NGC 1904","Globular Cluster",7.7,"Size: 8.7","Lepus","Messier Objects","Fall","Green"
"479","80","NGC 6093","Globular Cluster",7.3,"Size: 8.9","Scorpius","Messier Objects","Summer","Green"
"480","81","NGC 3031 Bode¹s Galaxy","Spiral Galaxy",5.9,"Size: 21x10","Ursa Major","Messier Objects","Winter","Green"
"481","82","NGC 3034 Cigar Galaxy","Irregular Galaxy",8.4,"Size: 9.x4","Ursa Major","Messier Objects","Winter","Green"
"482","83","NGC 5236 Southern Pinwheel Galaxy","Spiral Galaxy",6.6,"Size: 11x10","Hydra","Messier Objects","Spring","Green"
"483","84","NGC 4374","Lenticular (S0) Galaxy",9.1,"Size: 5","Virgo","Messier Objects","Spring","Green"
"484","85","NGC 4382","Lenticular (S0) Galaxy",9.1,"Size: 7.1x5.2","Coma Berenices","Messier Objects","Fall","Green"
"485","86","NGC 4406","Lenticular (S0) Galaxy",8.9,"Size: 7.5x5.5","Virgo","Messier Objects","Spring","Green"
"486","87","NGC 4486 Virgo A","Elliptical Galaxy",7.6,"Size: 7","Virgo","Messier Objects","Spring","Green"
"487","88","NGC 4501","Spiral Galaxy",8.6,"Size: 7x4","Coma Berenices","Messier Objects","Fall","Green"
"488","89","NGC 4552","Elliptical Galaxy",8.8,"Size: 4","Virgo","Messier Objects","Spring","Green"
"489","90","NGC 4569","Spiral Galaxy",8.5,"Size: 9.5x4.5","Virgo","Messier Objects","Spring","Green"
"490","91","NGC 4548","Spiral Galaxy",9.2,"Size: 5.4x4.4","Coma Berenices","Messier Objects","Fall","Green"
"491","92","NGC 6341","Globular Cluster",6.4,"Size: 11.2","Hercules","Messier Objects","Summer","Green"
"492","93","NGC 2447","Open Cluster",6,"Size: 22","Puppis","Messier Objects","Fall","Green"
"493","94","NGC 4736","Spiral Galaxy",7.2,"Size: 7x3","Canes Venatici","Messier Objects","Fall","Green"
"494","95","NGC 3351","Spiral Galaxy",8.7,"Size: 4.4x3.3","Leo","Messier Objects","Spring","Green"
"495","96","NGC 3368","Spiral Galaxy",8.2,"Size: 6x4","Leo","Messier Objects","Spring","Green"
"496","97","NGC 3587 Owl Nebula","Planetary Nebula",8.9,"Size: 3.4x3.3","Ursa Major","Messier Objects","Winter","Green"
"497","98","NGC 4192","Spiral Galaxy",9.1,"Size: 9.5x3.2","Coma Berenices","Messier Objects","Fall","Green"
"498","99","NGC 4254","Spiral Galaxy",8.9,"Size: 5.4x4.8","Coma Berenices","Messier Objects","Fall","Green"
"499","100","NGC 4321","Spiral Galaxy",8.3,"Size: 7x6","Coma Berenices","Messier Objects","Fall","Green"
"500","101","NGC 5457 Pinwheel Galaxy","Spiral Galaxy",6.9,"Size: 22","Ursa Major","Messier Objects","Winter","Green"
"501","102","NGC 5866 Spindle Galaxy","Lenticular (S0) Galaxy",9.9,"Size: 5.2x2.3","Draco","Messier Objects","Winter","Green"
"502","103","NGC 581","Open Cluster",7.4,"Size: 6","Cassiopeia","Messier Objects","Winter","Green"
"503","104","NGC 4594 Sombrero Galaxy","Spiral Galaxy",7,"Size: 9x4","Virgo","Messier Objects","Spring","Green"
"504","105","NGC 3379","Elliptical Galaxy",8.3,"Size: 2","Leo","Messier Objects","Spring","Green"
"505","106","NGC 4258","Spiral Galaxy",7.4,"Size: 19x8","Canes Venatici","Messier Objects","Fall","Green"
"506","107","NGC 6171","Globular Cluster",7.9,"Size: 10","Ophiucus","Messier Objects","Fall","Green"
"507","108","NGC 3556","Spiral Galaxy",9,"Size: 8x1","Ursa Major","Messier Objects","Winter","Green"
"508","109","NGC 3992","Spiral Galaxy",8.8,"Size: 7x4","Ursa Major","Messier Objects","Winter","Green"
"509","110","NGC 205 Satellite of M31","Elliptical Galaxy",7.5,"Size: 17x10","Andromeda","Messier Objects","Fall","Green"
